Nombre,Municipio,Departamento,Provincia
LERTORA,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
DUHAU,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
LA ZANJA,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
LA CANDELARIA,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
SANTA CATALINA,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
LA CARRETA,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
30 DE AGOSTO,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
COLONIA SANTA ANA,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
LOS CHAÑARES,TRENQUE LAUQUEN,TRENQUE LAUQUEN,BUENOS AIRES
VILLA CARLOS PAZ,VILLA CARLOS PAZ,PUNILLA,CÓRDOBA
SANTA CRUZ DEL LAGO,VILLA CARLOS PAZ,PUNILLA,CÓRDOBA
EL CAIN,EL CAIN,25 DE MAYO,RÍO NEGRO
EL PORTEZUELO,VALLE VIEJO,VALLE VIEJO,CATAMARCA
EL BAÑADO,VALLE VIEJO,VALLE VIEJO,CATAMARCA
ANTAPOCA,VALLE VIEJO,VALLE VIEJO,CATAMARCA
LOS ARBOLITOS,VALLE VIEJO,VALLE VIEJO,CATAMARCA
SAN ISIDRO,VALLE VIEJO,VALLE VIEJO,CATAMARCA
SANTA CRUZ,VALLE VIEJO,VALLE VIEJO,CATAMARCA
SANTA ROSA,VALLE VIEJO,VALLE VIEJO,CATAMARCA
AGUA COLORADA,VALLE VIEJO,VALLE VIEJO,CATAMARCA
POZO DEL MISTOL,VALLE VIEJO,VALLE VIEJO,CATAMARCA
LAS ESQUINAS,VALLE VIEJO,VALLE VIEJO,CATAMARCA
VILLA DOLORES,VALLE VIEJO,VALLE VIEJO,CATAMARCA
SUMALAO,VALLE VIEJO,VALLE VIEJO,CATAMARCA
LAS TEJAS,VALLE VIEJO,VALLE VIEJO,CATAMARCA
POLCOS,VALLE VIEJO,VALLE VIEJO,CATAMARCA
HUAYCAMA,VALLE VIEJO,VALLE VIEJO,CATAMARCA
LUAN TORO,LUAN TORO,LOVENTUE,LA PAMPA
LAS TRES HERMANAS,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ
LOS MONOS,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ
ALMA GAUCHA,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ
TEHUELCHES,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ
TRES CERROS,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ
LA LOBERIA,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ
PAMPA ALTA,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ
BAHIA LAURA,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ
GOBERNADOR MOYANO,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ
MINERALES,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ
PIEDRA CLAVADA,AREA SIN GOBIERNO,DESEADO,SANTA CRUZ
EL BRACHO,EL BRACHO Y EL CEVILAR,CRUZ ALTA,TUCUMÁN
EL CEVILAR,EL BRACHO Y EL CEVILAR,CRUZ ALTA,TUCUMÁN
EL DESIERTO,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
EL SAUZAL,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
TONONO,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
BARRIO EL MILAGRO,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
MISION CHERENTA,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
YACUY,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
YARIGUARENDA,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
SAN RAMON,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
TARTAGAL,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
TRES POZOS,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
PACARA,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
MISION KILOMETRO 6,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
BOBADAL,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
EL ESCONDIDO,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
MISION EL CRUCE,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
ZANJA HONDA,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
PALO BLANCO,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
TRANQUITAS,TARTAGAL,GENERAL JOSE DE SAN MARTÍN,SALTA
VILLA RIO HONDO,VILLA RIO HONDO,RIO HONDO,SANTIAGO DEL ESTERO
DESPEÑADEROS,DESPEÑADEROS,SANTA MARÍA,CÓRDOBA
CORRAL QUEMADO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
RUMI POZO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
SANTA ROSA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
URUTAU,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
ESTADOS UNIDOS,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
CABEZA DEL TORO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
EL CEIBAL,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
VINAL POZO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
EL PUESTO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
RANCHILLOS,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
MANGA BAJADA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LAVALLE,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
SAN BERNARDO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LA ESPERANZA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
CONSUELO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
BELGRANO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
MAILIN,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
EL MILAGRO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LOTE 43,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
GUAYACAN POZO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
SAN JAVIER,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LA VIRTUD,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LA CANDELARIA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
EL 60,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
VINAL SUNI,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
PUESTOS UNIDOS,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
TORO PAMPA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LA SALVACION,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
ITATI,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
EL RINCON,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
COLOMBIA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LUJAN,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
NUEVA ESPERANZA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LA UNION,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
DOS ARBOLES,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
CRUZ BAJADA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LOS TIGRES,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
BELGICA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
TORO POZO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LOS POCITOS,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LAS MALVINAS,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
SAN ISIDRO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LA ARMONIA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LA FIRMEZA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
SAN IGNACIO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
EL PALMAR,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
IFIA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
EL AEROLITO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
BUENOS AIRES,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
RINCON DEL VALLE,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
BAHIA BLANCA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
PAAJ POZO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
SANTO DOMINGO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
CAMPO ALEGRE,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
EL TUNQUELEN,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
PUESTO CORDOBA,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
SAN CRISTOBAL,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LOS MORTEROS,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
ISKOY POZO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LOTE 40,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
SAN JOSE,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
TRES VARONES,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
EL CORRIDO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LAS LOMAS,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
CALOJ POZO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
PIRUAJ BAJO,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
LOS POZANCONES,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
SANTA CRUZ,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
EL VALLE,AREA SIN GOBIERNO,COPO,SANTIAGO DEL ESTERO
PUEYRREDON,RIACHO NEGRO,PILCOMAYO,FORMOSA
RIACHO NEGRO,RIACHO NEGRO,PILCOMAYO,FORMOSA
GENERAL CABRERA,GENERAL CABRERA,JUAREZ CELMAN,CÓRDOBA
CHARLES FUHR,AREA SIN GOBIERNO,LAGO ARGENTINO,SANTA CRUZ
PUNTA BANDERA,AREA SIN GOBIERNO,LAGO ARGENTINO,SANTA CRUZ
EL CERRITO,AREA SIN GOBIERNO,LAGO ARGENTINO,SANTA CRUZ
LA LEONA,AREA SIN GOBIERNO,LAGO ARGENTINO,SANTA CRUZ
GENDARME BARRETO,AREA SIN GOBIERNO,LAGO ARGENTINO,SANTA CRUZ
HERNANDARIAS,HERNANDARIAS,PARANA,ENTRE RÍOS
PUERTO VIBORAS,HERNANDARIAS,PARANA,ENTRE RÍOS
GENERAL BALDISSERA,GENERAL BALDISSERA,MARCOS JUAREZ,CÓRDOBA
COLONIA ITURRASPE,COLONIA ITURRASPE,SAN JUSTO,CÓRDOBA
EL ALTO,ANISACATE,SANTA MARÍA,CÓRDOBA
ANISACATE,ANISACATE,SANTA MARÍA,CÓRDOBA
COSTA AZUL,ANISACATE,SANTA MARÍA,CÓRDOBA
CAMPO MARINZALDA,TORTUGAS,BELGRANO,SANTA FE
CAMPO GIMBATTI,TORTUGAS,BELGRANO,SANTA FE
TORTUGAS,TORTUGAS,BELGRANO,SANTA FE
CAMPO CHARO,TORTUGAS,BELGRANO,SANTA FE
APARICIO,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
CUARTEL II,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LAS CORTADERAS,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
EL PERDIDO,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LOS JUNCOS,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
ZUBIARRE,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LA AURORA,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
EL CALFIAO,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LA RUTA,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
NICOLAS DESCALZI,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
EL ZORRO,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
CENTRO URQUIZA,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
FARO,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
EL LUCERO,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LA GLORIA,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
CORONEL DORREGO,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LOMA CHATA,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
GIL,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
SAN ROMAN,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
ORIENTE,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
CALVO,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
BALNEARIO MARISOL,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
IRENE,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
LA LUNA,CORONEL DORREGO,CORONEL DORREGO,BUENOS AIRES
RINCON,AREA SIN GOBIERNO,CORPEN AIKE,SANTA CRUZ
LAGUNA GRANDE,AREA SIN GOBIERNO,CORPEN AIKE,SANTA CRUZ
LA BARRANCOSA,AREA SIN GOBIERNO,CORPEN AIKE,SANTA CRUZ
ESTANCIA SAN RAMON,AREA SIN GOBIERNO,CORPEN AIKE,SANTA CRUZ
RAMIREZ DE VELAZCO,RAMIREZ DE VELAZCO,QUEBRACHOS,SANTIAGO DEL ESTERO
EMBALSE,EMBALSE,CALAMUCHITA,CÓRDOBA
EL QUEBRACHO,EMBALSE,CALAMUCHITA,CÓRDOBA
EL RUMICAL,LA MERCED,CERRILLOS,SALTA
LA MERCED,LA MERCED,CERRILLOS,SALTA
SUMALAO,LA MERCED,CERRILLOS,SALTA
VILLA SARMIENTO,LA MERCED,CERRILLOS,SALTA
LAS TIENDITAS,LA MERCED,CERRILLOS,SALTA
LAS PIRCAS,LA MERCED,CERRILLOS,SALTA
SAN AGUSTIN,LA MERCED,CERRILLOS,SALTA
SAN MIGUEL,LA MERCED,CERRILLOS,SALTA
EL HUAICO,LA MERCED,CERRILLOS,SALTA
SAIRA,SAIRA,MARCOS JUAREZ,CÓRDOBA
VILLA URQUIZA,COMUNA 12,COMUNA 12,CIUDAD DE BUENOS AIRES
VILLA PUEYRREDON,COMUNA 12,COMUNA 12,CIUDAD DE BUENOS AIRES
COGHLAN,COMUNA 12,COMUNA 12,CIUDAD DE BUENOS AIRES
SAAVEDRA,COMUNA 12,COMUNA 12,CIUDAD DE BUENOS AIRES
CERRITO,CERRITO,PARANA,ENTRE RÍOS
PUEBLO MORENO,CERRITO,PARANA,ENTRE RÍOS
PUEBLO GENERAL PAZ,CERRITO,PARANA,ENTRE RÍOS
ARRUFO,ARRUFO,SAN CRISTOBAL,SANTA FE
SAN RAFAEL,ARRUFO,SAN CRISTOBAL,SANTA FE
CHILIBROSTE,CHILIBROSTE,UNION,CÓRDOBA
LAS TUNAS,LAS TUNAS,PARANA,ENTRE RÍOS
MATORRALES,MATORRALES,RIO SEGUNDO,CÓRDOBA
MEDANITOS,CATUA,SUSQUES,JUJUY
CATUA,CATUA,SUSQUES,JUJUY
COLONIA EL ACEQUION,ALTO ALEGRE,UNION,CÓRDOBA
ALTO ALEGRE,ALTO ALEGRE,UNION,CÓRDOBA
CAMPO SANTA TERESA,ALTO ALEGRE,UNION,CÓRDOBA
EL RECREO,EL RECREO,PATIÑO,FORMOSA
GUARDIA MITRE,GUARDIA MITRE,ADOLFO ALSINA,RÍO NEGRO
LA PUNTILLA,BELEN,BELEN,CATAMARCA
TALAMAYO,BELEN,BELEN,CATAMARCA
LA REPRESA,BELEN,BELEN,CATAMARCA
BARRIO ARTAZA,BELEN,BELEN,CATAMARCA
HUACO,BELEN,BELEN,CATAMARCA
BELEN,BELEN,BELEN,CATAMARCA
LAS LOMAS,BELEN,BELEN,CATAMARCA
LUNA AGUADA,BELEN,BELEN,CATAMARCA
AMPUJACO,BELEN,BELEN,CATAMARCA
EL POZO,BELEN,BELEN,CATAMARCA
PICHI HUINCA,PICHI HUINCA,RANCUL,LA PAMPA
LAS PIEDRITAS,PICHI HUINCA,RANCUL,LA PAMPA
CHAUPI POZO,CHAUPI POZO,BANDA,SANTIAGO DEL ESTERO
CORONEL BAIGORRIA,CORONEL BAIGORRIA,RIO CUARTO,CÓRDOBA
MARULL,MARULL,SAN JUSTO,CÓRDOBA
CAPILLA VIEJA,VILLA GENERAL BELGRANO,CALAMUCHITA,CÓRDOBA
FALDA DE LOS REARTES,VILLA GENERAL BELGRANO,CALAMUCHITA,CÓRDOBA
VILLA GENERAL BELGRANO,VILLA GENERAL BELGRANO,CALAMUCHITA,CÓRDOBA
CERRO HERMOSO,VILLA GENERAL BELGRANO,CALAMUCHITA,CÓRDOBA
LAS HIGUERAS,LAS HIGUERAS,RIO CUARTO,CÓRDOBA
DIQUE N° 1,ENSENADA,ENSENADA,BUENOS AIRES
ENSENADA,ENSENADA,ENSENADA,BUENOS AIRES
PUNTA LARA,ENSENADA,ENSENADA,BUENOS AIRES
VILLA CATELA,ENSENADA,ENSENADA,BUENOS AIRES
ISLA SANTIAGO (OESTE),ENSENADA,ENSENADA,BUENOS AIRES
VILLA BONITA,CAMPO RAMON,OBERA,MISIONES
YERBAL VIEJO,CAMPO RAMON,OBERA,MISIONES
PICADA GUARAIPO,CAMPO RAMON,OBERA,MISIONES
BARRIO ESCUELA 633,CAMPO RAMON,OBERA,MISIONES
PICADA INTERNACI,CAMPO RAMON,OBERA,MISIONES
VILLA UNION,CAMPO RAMON,OBERA,MISIONES
CAMPO RAMON,CAMPO RAMON,OBERA,MISIONES
SAN FRANCISCO,SAN FRANCISCO,VALLE GRANDE,JUJUY
ALTO CALILEGUA,SAN FRANCISCO,VALLE GRANDE,JUJUY
VILLA GRISOLIA,ALBERTI,ALBERTI,BUENOS AIRES
PLA,ALBERTI,ALBERTI,BUENOS AIRES
CORONEL SEGUI,ALBERTI,ALBERTI,BUENOS AIRES
LARREA,ALBERTI,ALBERTI,BUENOS AIRES
BAUDRIX,ALBERTI,ALBERTI,BUENOS AIRES
VILLA MARIA,ALBERTI,ALBERTI,BUENOS AIRES
ALBERTI,ALBERTI,ALBERTI,BUENOS AIRES
MECHITA,ALBERTI,ALBERTI,BUENOS AIRES
PRESIDENTE QUINTANA,ALBERTI,ALBERTI,BUENOS AIRES
VILLA ORTIZ,ALBERTI,ALBERTI,BUENOS AIRES
CUARTEL VI,ALBERTI,ALBERTI,BUENOS AIRES
EL RECUERDO,ALBERTI,ALBERTI,BUENOS AIRES
CUARTEL V,ALBERTI,ALBERTI,BUENOS AIRES
LA VANGUARDIA,LA VANGUARDIA,CONSTITUCION,SANTA FE
VILLA SARMIENTO,VILLA SARMIENTO,GENERAL ROCA,CÓRDOBA
YACAREY,ITATI,ITATI,CORRIENTES
SANTA RITA,ITATI,ITATI,CORRIENTES
RINCON GUAZU,ITATI,ITATI,CORRIENTES
GUAYU,ITATI,ITATI,CORRIENTES
VILLA LA PALMIRA,ITATI,ITATI,CORRIENTES
ITATI,ITATI,ITATI,CORRIENTES
SCORZA CUE,ITATI,ITATI,CORRIENTES
ESTANCIA SAN BENITO,ITATI,ITATI,CORRIENTES
EL ABRA,ITATI,ITATI,CORRIENTES
LA PLAYOSA,LA PLAYOSA,GENERAL SAN MARTIN,CÓRDOBA
COLONIA BENITEZ,COLONIA BENITEZ,1° DE MAYO,CHACO
BARRIO DE LOS PESCADORES,COLONIA BENITEZ,1° DE MAYO,CHACO
PUENTE SAN PEDRO,COLONIA BENITEZ,1° DE MAYO,CHACO
CAMPO ROSSI,COLONIA BENITEZ,1° DE MAYO,CHACO
ISLA ANTEQUERA,COLONIA BENITEZ,1° DE MAYO,CHACO
TRES HORQUETAS,COLONIA BENITEZ,1° DE MAYO,CHACO
LOTE 1,COLONIA BENITEZ,1° DE MAYO,CHACO
CAMPO LA ROSARIO,MARGARITA,VERA,SANTA FE
SAN EUGENIO,MARGARITA,VERA,SANTA FE
COLONIA LAS MARGARITAS,MARGARITA,VERA,SANTA FE
MARGARITA,MARGARITA,VERA,SANTA FE
CAMPO  PAVICICH,MARGARITA,VERA,SANTA FE
CAMPO MOLASSI,MARGARITA,VERA,SANTA FE
CAMPO COLNAGHI,MARGARITA,VERA,SANTA FE
LA NICOLOSA,MARGARITA,VERA,SANTA FE
REAL SAYANA,REAL SAYANA,AVELLANEDA,SANTIAGO DEL ESTERO
COLONIA SUR,SANTA ROSA,SANTA ROSA,MENDOZA
LA ANGELINA,SANTA ROSA,SANTA ROSA,MENDOZA
MORON VIEJO,SANTA ROSA,SANTA ROSA,MENDOZA
LA DORMIDA,SANTA ROSA,SANTA ROSA,MENDOZA
BARRIO 12 DE OCTUBRE,SANTA ROSA,SANTA ROSA,MENDOZA
MORON CHICO,SANTA ROSA,SANTA ROSA,MENDOZA
LA BANDERA,SANTA ROSA,SANTA ROSA,MENDOZA
GOBERNADOR CIVIT,SANTA ROSA,SANTA ROSA,MENDOZA
PARRALES MENDOCINOS,SANTA ROSA,SANTA ROSA,MENDOZA
LAS CATITAS,SANTA ROSA,SANTA ROSA,MENDOZA
BALDE NUEVO,SANTA ROSA,SANTA ROSA,MENDOZA
LA CIENAGUITA,SANTA ROSA,SANTA ROSA,MENDOZA
LOMAS BLANCAS,SANTA ROSA,SANTA ROSA,MENDOZA
EL ALGARROBO,SANTA ROSA,SANTA ROSA,MENDOZA
SANTA ROSA,SANTA ROSA,SANTA ROSA,MENDOZA
SAN PEDRO,SANTA ROSA,SANTA ROSA,MENDOZA
VILLA CABECERA,SANTA ROSA,SANTA ROSA,MENDOZA
LA COSTA,SANTA ROSA,SANTA ROSA,MENDOZA
BARRIO MOLINA CABRERA,SANTA ROSA,SANTA ROSA,MENDOZA
BALDE DE PIEDRA,SANTA ROSA,SANTA ROSA,MENDOZA
BARRIO MARIA AUXILIADORA,SANTA ROSA,SANTA ROSA,MENDOZA
TALQUENCA,SANTA ROSA,SANTA ROSA,MENDOZA
LOS LOTES,SANTA ROSA,SANTA ROSA,MENDOZA
LA JOSEFA,SANTA ROSA,SANTA ROSA,MENDOZA
CATITAS VIEJAS,SANTA ROSA,SANTA ROSA,MENDOZA
COLONIA SAN JORGE,SANTA ROSA,SANTA ROSA,MENDOZA
BANDERITA,SANTA ROSA,SANTA ROSA,MENDOZA
COLONIA WALTER MOSS,WALTER MOSS,SAN SALVADOR,ENTRE RÍOS
COLONIA LA ARMONIA,WALTER MOSS,SAN SALVADOR,ENTRE RÍOS
LA PLAYA,LA PLAYA,MINAS,CÓRDOBA
RIVADAVIA,RIVADAVIA,LAS COLONIAS,SANTA FE
LAS PALMERAS,LAS PALMERAS,SAN CRISTOBAL,SANTA FE
LOS AGUIRRES,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
POZO DEL MEDIO,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LA COLONIA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
MOLLACO,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
MILAGRO,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
EL QUEMADO,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
MOLLACO,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
SAN RAMON,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LAS CORTADERAS,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
SAN JOSE,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
SAN ROQUE,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LA MARAVILLA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
AGUADITA DE LOS PERALTA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LA REPRESA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
OLPAS,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
RIO GRANDE,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
SAN CRISTOBAL,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LA BARRERA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
AGUA COLORADA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
EL CERCO,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LA BANDERITA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LA DORADA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
SANTA RITA DE CATUNA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LA RIPIEDRA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LA MARUJA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
EL FRAILE,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LOS TELLOS,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
AMBIL,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
COLONIA ORTIZ DE OCAMPO,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
EL BARRANCO,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LOS BARRIALITOS,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
TORRECITAS,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LA ISLA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LA PLAYA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LOS MISTOLES,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
ESQUINA GRANDE,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
BALDE SALADO,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
LA AGUADITA,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
SAN PEDRO,GENERAL OCAMPO,GENERAL OCAMPO,LA RIOJA
YERBA BUENA,PROFESOR SALVADOR MAZZA,GENERAL JOSE DE SAN MARTÍN,SALTA
TUYUNTI,PROFESOR SALVADOR MAZZA,GENERAL JOSE DE SAN MARTÍN,SALTA
SAUZAL,PROFESOR SALVADOR MAZZA,GENERAL JOSE DE SAN MARTÍN,SALTA
